,applicant_id,first_name,last_names,date,self_development,geo_flex,financial_support_self,result,course_interest
737,19060182,Claudio,Handrick,2019/07/05,Yes,Yes,Yes,Pass,Data
738,19060183,Nevil,Rickerby,2019/07/06,Yes,Yes,Yes,Pass,Data
739,19060186,Prescott,Alfuso,2019/07/25,Yes,Yes,Yes,Pass,Engineering
740,19060187,Herold,Prudham,2019/07/06,Yes,Yes,Yes,Pass,Data
741,19060189,Shermy,Swancock,2019/07/19,Yes,Yes,Yes,Pass,Business
742,19060191,Terrell,Orridge,2019/07/18,Yes,Yes,Yes,Pass,Engineering
743,19060192,Donalt,Julyan,2019/07/11,Yes,Yes,Yes,Pass,Engineering
744,19060194,Dev,Mcpherson,2019/07/11,No,Yes,Yes,Fail,Data
745,19060196,Muhammad,Percy,2019/07/12,Yes,Yes,Yes,Fail,Engineering
746,19060198,Judie,Lowy,2019/07/25,Yes,Yes,Yes,Pass,Engineering
747,19060203,Tadio,Goullee,2019/07/20,Yes,Yes,Yes,Pass,Engineering
748,19060204,Katalin,Redley,2019/07/04,Yes,Yes,Yes,Pass,Business
749,19060205,Lea,Normington,2019/07/26,Yes,Yes,Yes,Pass,Business
750,19060207,Cornelia,Artist,2019/07/18,Yes,Yes,Yes,Pass,Business
751,19060208,Vincenty,Roubay,2019/07/11,Yes,Yes,Yes,Pass,Engineering
752,19060209,Phineas,Filshin,2019/07/12,Yes,Yes,Yes,Pass,Engineering
753,19060212,Wilona,Crean,2019/07/26,No,Yes,No,Fail,Engineering
754,19060215,Carlynne,Keal,2019/07/26,Yes,Yes,Yes,Pass,Data
755,19060216,Westbrook,Paynton,2019/07/12,Yes,Yes,Yes,Pass,Engineering
756,19060217,Corby,Mccambridge,2019/07/06,Yes,Yes,Yes,Pass,Business
757,19060218,Melamie,Keers,2019/07/11,Yes,Yes,Yes,Pass,Business
758,19060219,Marillin,Rosendall,2019/07/05,Yes,Yes,Yes,Pass,Engineering
759,19060220,Keen,Bentham3,2019/07/19,Yes,Yes,Yes,Pass,Data
760,19060222,Homere,Stentiford,2019/07/25,Yes,Yes,Yes,Pass,Engineering
761,19060223,Muhammad,Linn,2019/07/18,Yes,Yes,Yes,Pass,Data
762,19060224,Barbette,Sorton,2019/07/27,Yes,Yes,Yes,Pass,Engineering
763,19060225,Bax,Sweetman,2019/07/26,Yes,Yes,Yes,Pass,Engineering
764,19060226,Ambrosi,Carnow,2019/07/04,Yes,No,Yes,Fail,Business
765,19060228,Kellen,Bentick,2019/07/25,Yes,Yes,Yes,Pass,Data
766,19060230,Fleming,Taillard,2019/07/20,Yes,Yes,Yes,Pass,Business
767,19060231,Elicia,Broggio,2019/07/18,No,Yes,Yes,Fail,Data
768,19060232,Paxton,Mcginlay,2019/07/25,Yes,No,Yes,Fail,Business
769,19060233,Abbott,Yea,2019/07/12,Yes,Yes,Yes,Pass,Data
770,19060234,Doy,Tams,2019/07/11,Yes,Yes,No,Fail,Data
771,19060238,Jon,Raikes,2019/07/04,Yes,Yes,Yes,Pass,Engineering
772,19060239,Myrvyn,Sutherns,2019/07/06,Yes,Yes,Yes,Fail,Business
773,19060240,Adler,Wingatt,2019/07/18,Yes,Yes,Yes,Pass,Business
774,19060241,Dermot,Gunthorp,2019/07/20,No,Yes,Yes,Fail,Business
775,19060242,Gavan,Soltan,2019/07/05,Yes,Yes,No,Fail,Engineering
776,19060242,Gavan,Soltan,2019/07/05,Yes,Yes,No,Fail,Engineering
777,19060244,Jamima,Sturgess,2019/07/26,Yes,Yes,Yes,Fail,Business
778,19060245,Athene,Bozworth,2019/07/06,Yes,Yes,Yes,Pass,Business
779,19060246,Opaline,Gammon,2019/07/12,Yes,Yes,Yes,Pass,Data
780,19060249,Cari,Bradlaugh,2019/07/27,Yes,Yes,Yes,Pass,Business
781,19060251,Daren,Houson,2019/07/13,Yes,Yes,No,Fail,Business
782,19060253,Melony,Tristram,2019/07/19,Yes,Yes,No,Fail,Engineering
783,19060255,Ashbey,Seakes,2019/07/18,Yes,Yes,No,Fail,Business
784,19060256,Philly,Jerrim,2019/07/25,Yes,Yes,Yes,Pass,Business
785,19060261,Sandi,Gurton,2019/07/25,Yes,Yes,Yes,Pass,Data
786,19060262,Hilliard,Brockett,2019/07/05,Yes,Yes,Yes,Pass,Data
787,19060263,Berkie,Brusby,2019/07/06,Yes,Yes,Yes,Pass,Business
788,19060264,Bidget,Macarthur,2019/07/12,Yes,Yes,Yes,Pass,Business
789,19060265,Julie,Condliffe,2019/07/04,Yes,Yes,Yes,Pass,Data
790,19060266,Andris,Bradley,2019/07/12,Yes,Yes,Yes,Pass,Engineering
791,19060267,Al,Hugonet,2019/07/04,Yes,Yes,Yes,Pass,Engineering
792,19060273,Maryanna,Seeney,2019/07/11,Yes,Yes,Yes,Fail,Data
793,19060274,Cassaundra,Yuill,2019/07/19,Yes,Yes,Yes,Fail,Business
794,19060278,Baily,Camidge,2019/07/20,Yes,Yes,Yes,Pass,Engineering
795,19060279,Padgett,Crennan,2019/07/12,Yes,No,No,Fail,Data
796,19060280,Gabrila,Chasier,2019/07/20,Yes,Yes,Yes,Pass,Business
797,19060281,Kimmi,Edgecumbe,2019/07/12,Yes,Yes,Yes,Pass,Business
798,19060282,Levy,Standage,2019/07/25,Yes,Yes,Yes,Pass,Data
799,19060283,Muffin,Jandel,2019/07/20,Yes,Yes,Yes,Pass,Data
800,19060284,Calida,Behr,2019/07/18,Yes,Yes,Yes,Pass,Engineering
801,19060286,Jeannette,Willans,2019/07/26,Yes,Yes,Yes,Pass,Engineering
802,19060287,Mora,Joutapavicius,2019/07/18,Yes,No,Yes,Fail,Business
803,19060289,Tadeas,Bidmead,2019/07/18,Yes,Yes,Yes,Pass,Data
804,19060291,Matthiew,Tumbridge,2019/07/04,Yes,Yes,Yes,Pass,Data
805,19060292,Orton,Borer,2019/07/12,Yes,Yes,No,Fail,Data
806,19060293,Tirrell,Tabart,2019/07/26,Yes,Yes,Yes,Pass,Data
807,19060294,Leeanne,Allsepp,2019/07/06,Yes,Yes,Yes,Pass,Data
808,19060295,Evangelin,Gorges,2019/07/11,Yes,Yes,No,Fail,Engineering
809,19060296,Clywd,Musgrove,2019/07/18,Yes,Yes,Yes,Pass,Data
810,19060297,Lanni,Otton,2019/07/25,Yes,Yes,Yes,Pass,Data
811,19060298,Yankee,Reihm,2019/07/05,Yes,Yes,Yes,Pass,Data
812,19060299,Alikee,Sawood,2019/07/12,Yes,Yes,Yes,Pass,Business
813,19060300,Roland,Skeene,2019/07/26,Yes,Yes,Yes,Fail,Engineering
814,19060301,Chrissy,Sate,2019/07/20,Yes,Yes,Yes,Pass,Business
815,19060302,Eric,Spritt,2019/07/20,Yes,Yes,Yes,Pass,Business
816,19060303,Farica,Harding,2019/07/19,Yes,Yes,Yes,Pass,Data
817,19060304,Kore,Amburgy,2019/07/06,Yes,Yes,Yes,Pass,Engineering
818,19060305,Juli,Ruler,2019/07/12,Yes,Yes,Yes,Pass,Business
819,19060306,Gery,Beckenham,2019/07/06,Yes,Yes,Yes,Pass,Engineering
820,19060307,Jacquelynn,Banasiak,2019/07/12,Yes,No,No,Fail,Business
821,19060308,Krystalle,Deeney,2019/07/20,Yes,No,Yes,Fail,Engineering
822,19060309,Gerianne,Christoforou,2019/07/13,Yes,Yes,Yes,Pass,Engineering
823,19060311,Louella,Cuppitt,2019/07/05,Yes,Yes,Yes,Pass,Business
824,19060312,Clarke,Whitelock,2019/07/06,No,No,Yes,Fail,Data
825,19060315,Farrel,Bertl,2019/07/04,No,Yes,Yes,Fail,Data
826,19060316,Chadd,Ellen,2019/07/05,Yes,Yes,Yes,Pass,Data
827,19060317,Sean,Dillaway,2019/07/11,Yes,Yes,No,Fail,Data
828,19060318,Adah,Fost,2019/07/13,Yes,Yes,Yes,Pass,Data
829,19060319,Abram,Sueter,2019/07/26,Yes,No,Yes,Fail,Data
830,19060320,Darn,Kirkby,2019/07/18,Yes,Yes,Yes,Pass,Engineering
831,19060320,Darn,Kirkby,2019/07/18,Yes,Yes,Yes,Pass,Engineering
832,19060321,Jessamyn,Reightley,2019/07/19,Yes,No,Yes,Fail,Data
833,19060322,Rockwell,Gutteridge,2019/07/27,Yes,Yes,Yes,Pass,Engineering
834,19060323,Serge,Muehle,2019/07/19,Yes,Yes,Yes,Pass,Data
835,19060324,Sydney,Burchmore,2019/07/19,Yes,Yes,Yes,Pass,Data
836,19060325,Gisela,Schachter,2019/07/11,Yes,Yes,Yes,Pass,Engineering
837,19060326,Abram,Goldster,2019/07/04,Yes,Yes,Yes,Pass,Data
838,19060327,Yvor,Shepstone,2019/07/18,Yes,Yes,Yes,Fail,Data
839,19060329,Cosimo,Labram,2019/07/12,Yes,Yes,Yes,Pass,Engineering
840,19060332,Maible,Antic,2019/07/18,Yes,Yes,Yes,Pass,Data
841,19060334,Carlo,Beekman,2019/07/18,Yes,Yes,Yes,Fail,Data
842,19060335,Cordie,Bolduc,2019/07/26,Yes,Yes,Yes,Pass,Engineering
843,19060336,Bourke,Belsey,2019/07/19,No,Yes,Yes,Fail,Data
844,19060337,Phedra,Berriball,2019/07/11,Yes,Yes,No,Fail,Data
845,19060338,Silvester,Ondra,2019/07/12,Yes,Yes,No,Fail,Business
846,19060339,Clyve,Bradden,2019/07/05,Yes,Yes,No,Fail,Business
847,19060340,Winna,Lemmertz,2019/07/12,Yes,Yes,Yes,Pass,Business
848,19060341,Fremont,Vicary,2019/07/26,Yes,No,Yes,Fail,Engineering
849,19060343,Byrom,Sawday,2019/07/11,Yes,Yes,Yes,Pass,Business
850,19060344,Kat,Sutherland,2019/07/18,Yes,Yes,No,Fail,Data
851,19060345,Corby,Torel,2019/07/20,Yes,Yes,No,Fail,Business
852,19060345,Corby,Torel,2019/07/20,Yes,Yes,No,Fail,Business
853,19060348,Leland,Wither,2019/07/18,Yes,Yes,Yes,Pass,Engineering
854,19060351,Clio,Lafflina,2019/07/26,Yes,No,Yes,Fail,Business
855,19060352,Farlee,Petren,2019/07/20,Yes,Yes,Yes,Pass,Business
856,19060353,Elisabeth,Ebbutt,2019/07/04,Yes,Yes,Yes,Pass,Data
857,19060354,Benedikt,Cohani,2019/07/06,Yes,Yes,Yes,Pass,Data
858,19060358,Joanna,Eggerton,2019/07/11,Yes,Yes,Yes,Pass,Business
859,19060360,Candi,Camillo,2019/07/19,No,Yes,Yes,Fail,Engineering
860,19060362,Augustin,Tabrett,2019/07/05,Yes,Yes,No,Fail,Engineering
861,19060366,Ervin,Acosta,2019/07/26,Yes,No,No,Fail,Data
862,19060367,Nanni,Caldera,2019/07/05,Yes,No,No,Fail,Data
863,19060368,Joachim,Guslon,2019/07/05,Yes,Yes,Yes,Pass,Data
864,19060369,Dean,Duchant,2019/07/27,No,Yes,Yes,Fail,Business
865,19060371,Hartwell,Jewess,2019/07/04,Yes,Yes,Yes,Pass,Data
866,19060373,Allx,Macdearmaid,2019/07/25,Yes,Yes,Yes,Pass,Data
867,19060374,Derrek,Scarce,2019/07/27,Yes,Yes,Yes,Pass,Business
868,19060376,Aguie,Prati,2019/07/26,Yes,No,Yes,Fail,Engineering
869,19060377,Shayne,DeDomenico,2019/07/11,No,Yes,Yes,Fail,Engineering
870,19060379,Brandise,Moston,2019/07/18,Yes,Yes,Yes,Pass,Business
871,19060380,Petronilla,Ziemens,2019/07/11,Yes,Yes,Yes,Pass,Engineering
872,19060381,Jarrod,Driffe,2019/07/25,Yes,No,Yes,Fail,Data
873,19060384,Celestina,Aysik,2019/07/04,Yes,Yes,Yes,Pass,Engineering
874,19060386,Nikolaus,Gullefant,2019/07/11,Yes,Yes,Yes,Pass,Business
875,19060387,Palmer,Snaddin,2019/07/13,Yes,Yes,Yes,Pass,Data
876,19060389,Daniele,Iskowicz,2019/07/18,Yes,Yes,Yes,Pass,Engineering
877,19060390,Brandy,Iannazzi,2019/07/04,Yes,Yes,Yes,Pass,Data
878,19060392,Jerome,Kasting,2019/07/19,Yes,Yes,Yes,Pass,Data
879,19060393,Auberon,Werny,2019/07/11,Yes,Yes,Yes,Pass,Business
880,19060395,Eimile,Sanper,2019/07/27,Yes,Yes,No,Fail,Data
881,19060396,Wallas,Hacket,2019/07/06,Yes,No,Yes,Fail,Data
882,19060397,Devlen,Froome,2019/07/19,Yes,Yes,No,Fail,Business
883,19060398,Amalia,Orris,2019/07/06,Yes,Yes,Yes,Pass,Business
884,19060399,Kendra,Twort,2019/07/26,Yes,Yes,Yes,Pass,Engineering
885,19060400,Wilden,Claisse,2019/07/18,Yes,Yes,Yes,Pass,Engineering
886,19060402,Dulsea,Westfalen,2019/07/27,No,Yes,Yes,Fail,Data
887,19060404,Kendell,Ruppele,2019/07/06,Yes,No,Yes,Fail,Engineering
888,19060404,Kendell,Ruppele,2019/07/06,Yes,No,Yes,Fail,Engineering
889,19060405,Judd,Abrahm,2019/07/25,Yes,Yes,Yes,Fail,Business
890,19060407,Letizia,Persence,2019/07/20,Yes,Yes,No,Fail,Engineering
891,19060408,Forster,Clines,2019/07/11,Yes,Yes,Yes,Pass,Data
892,19060409,Carly,Assandri,2019/07/27,Yes,Yes,Yes,Pass,Data
893,19060410,Tremain,Barosch,2019/07/27,Yes,Yes,Yes,Pass,Business
894,19060414,Kyla,Jankovsky,2019/07/20,Yes,No,Yes,Fail,Engineering
895,19060414,Kyla,Jankovsky,2019/07/20,Yes,No,Yes,Fail,Engineering
896,19060415,Dixie,Macrae,2019/07/05,No,Yes,Yes,Fail,Engineering
897,19060416,Lewiss,Sabban,2019/07/05,Yes,Yes,Yes,Pass,Data
898,19060417,Kat,Rigard,2019/07/25,No,No,Yes,Fail,Data
899,19060418,Belia,Losseljong,2019/07/27,No,Yes,Yes,Fail,Business
900,19060419,Peggy,Hariot,2019/07/06,Yes,Yes,No,Fail,Data
901,19060421,Selby,Floyd,2019/07/04,Yes,Yes,Yes,Pass,Data
902,19060422,Prentice,VanDerHoeven,2019/07/11,Yes,Yes,Yes,Pass,Business
903,19060423,Amos,Debill,2019/07/25,Yes,Yes,Yes,Pass,Data
904,19060425,Samson,Mosen,2019/07/26,Yes,Yes,Yes,Pass,Business
905,19060427,Quint,Pontain,2019/07/06,Yes,Yes,Yes,Pass,Business
906,19060428,Tana,Cullinane,2019/07/12,Yes,Yes,Yes,Pass,Business
907,19060429,Costanza,Pyke,2019/07/25,Yes,Yes,Yes,Pass,Engineering
908,19060430,Kenton,Kilgrove,2019/07/04,Yes,Yes,Yes,Pass,Data
909,19060431,Darda,DiGiacomo,2019/07/06,Yes,Yes,No,Fail,Engineering
910,19060432,Othilia,Hucker,2019/07/25,Yes,Yes,Yes,Pass,Engineering
911,19060433,Lavinie,Marshman,2019/07/18,Yes,Yes,Yes,Pass,Business
912,19060434,Silvain,Kuhwald,2019/07/25,Yes,Yes,Yes,Pass,Data
913,19060435,Audra,Boodell,2019/07/20,Yes,Yes,Yes,Pass,Engineering
914,19060436,Wilt,Gotliffe,2019/07/06,Yes,Yes,Yes,Pass,Business
915,19060437,Rosene,Yearnsley,2019/07/27,Yes,No,Yes,Fail,Business
916,19060438,Larry,Claridge,2019/07/18,Yes,Yes,Yes,Pass,Engineering
917,19060439,Hattie,Dullard,2019/07/05,Yes,Yes,Yes,Pass,Engineering
918,19060440,Dacy,Pococke,2019/07/13,Yes,Yes,No,Fail,Engineering
919,19060441,Kingsly,Lowdwell,2019/07/20,Yes,No,Yes,Fail,Data
920,19060442,Cleon,Kemson,2019/07/20,Yes,Yes,Yes,Pass,Engineering
921,19060443,Seymour,Rodda,2019/07/06,Yes,Yes,No,Fail,Engineering
922,19060446,Linc,Hallex,2019/07/20,Yes,Yes,Yes,Pass,Engineering
923,19120000,Tobe,Markovic,2019/12/05,No,Yes,Yes,Fail,Data
924,19120001,Candy,Berends,2019/12/10,Yes,Yes,Yes,Pass,Business
925,19120003,Charmian,Martinuzzi,2019/12/17,No,Yes,Yes,Fail,Data
926,19120004,Mirabelle,Shakeshaft,2019/12/18,Yes,Yes,Yes,Pass,Engineering
927,19120005,Benita,Downgate,2019/12/05,Yes,Yes,Yes,Pass,Engineering
928,19120006,Adolpho,Litterick,2019/12/10,Yes,Yes,No,Fail,Engineering
929,19120007,Rockey,Courtes,2019/12/10,Yes,No,No,Fail,Business
930,19120009,Berry,Gammel,2019/12/11,Yes,No,Yes,Fail,Business
931,19120011,Moritz,Mosedall,2019/12/11,Yes,Yes,Yes,Pass,Engineering
932,19120012,Trefor,Kalinowsky,2019/12/04,Yes,Yes,Yes,Pass,Data
933,19120014,Gertruda,Syddie,2019/12/12,Yes,Yes,Yes,Pass,Engineering
934,19120015,Hersch,Holburn,2019/12/18,Yes,Yes,Yes,Pass,Business
935,19120016,Alayne,Farrans,2019/12/19,Yes,Yes,Yes,Pass,Data
936,19120019,Adina,Seton,2019/12/18,Yes,Yes,Yes,Fail,Engineering
937,19120022,Leighton,Iddy,2019/12/04,No,Yes,Yes,Fail,Engineering
938,19120023,Nerti,Welfair,2019/12/11,No,Yes,Yes,Fail,Business
939,19120025,Olly,Lannen,2019/12/19,Yes,Yes,Yes,Pass,Business
940,19120027,Ringo,Goosey,2019/12/03,Yes,No,Yes,Fail,Data
941,19120028,Sandro,Pratchett,2019/12/11,Yes,Yes,Yes,Pass,Business
942,19120029,Reba,Cosser,2019/12/19,Yes,Yes,Yes,Pass,Business
943,19120030,Olia,Lincoln,2019/12/11,Yes,Yes,Yes,Pass,Engineering
944,19120032,Nady,Smallpiece,2019/12/18,Yes,Yes,No,Fail,Engineering
945,19120033,Ali,Bonds,2019/12/03,Yes,Yes,No,Fail,Business
946,19120034,Dniren,Barlas,2019/12/12,Yes,Yes,Yes,Pass,Data
947,19120035,Leif,Forsyth,2019/12/19,Yes,Yes,Yes,Pass,Business
948,19120036,Salmon,Glenfield,2019/12/10,Yes,Yes,No,Fail,Business
949,19120037,Jacquetta,Pill,2019/12/05,No,Yes,Yes,Fail,Data
950,19120039,Caril,Bayly,2019/12/11,Yes,Yes,Yes,Pass,Business
951,19120040,Jordain,Rochester,2019/12/04,Yes,Yes,No,Fail,Data
952,19120041,Clementia,Beasleigh,2019/12/04,Yes,Yes,Yes,Pass,Business
953,19120042,Vidovic,Niblett,2019/12/19,Yes,No,No,Fail,Engineering
954,19120046,Christian,Tunny,2019/12/04,Yes,Yes,Yes,Pass,Engineering
955,19120047,Eba,Tarbath,2019/12/17,Yes,No,Yes,Fail,Data
956,19120048,Barton,Moar,2019/12/03,Yes,Yes,Yes,Pass,Business
957,19120049,Jo,AnnBeeke,2019/12/12,No,Yes,No,Fail,Business
958,19120051,Terencio,Mulles,2019/12/05,Yes,Yes,Yes,Pass,Data
959,19120052,Mart,Haggerstone,2019/12/12,Yes,Yes,Yes,Pass,Data
960,19120054,Norean,Caston,2019/12/18,Yes,Yes,Yes,Pass,Business
961,19120056,Tiphanie,Selway,2019/12/18,No,Yes,Yes,Fail,Business
962,19120057,Deeyn,Klimkin,2019/12/05,Yes,No,Yes,Fail,Business
963,19120058,Charlotte,Laxe,2019/12/11,Yes,Yes,Yes,Pass,Engineering
964,19120059,Trenna,Mccurt,2019/12/04,Yes,No,No,Fail,Engineering
965,19120061,Cori,Docwra,2019/12/11,No,Yes,Yes,Fail,Business
966,19120063,Bessy,Turpie,2019/12/11,Yes,No,Yes,Fail,Data
967,19120064,Whit,Brisse,2019/12/19,Yes,Yes,Yes,Pass,Business
968,19120066,Bernhard,Birchall,2019/12/04,Yes,Yes,Yes,Pass,Data
969,19120069,Jena,Livings,2019/12/10,Yes,Yes,No,Fail,Business
970,19120070,Kaitlyn,Chagg,2019/12/10,Yes,Yes,Yes,Pass,Data
971,19120072,Beilul,Crannach,2019/12/03,Yes,Yes,Yes,Pass,Engineering
972,19120073,El,Shepstone,2019/12/11,Yes,Yes,Yes,Pass,Data
973,19120074,Patrice,Milhench,2019/12/12,Yes,Yes,Yes,Pass,Business
974,19120078,Trudey,Brockman,2019/12/19,Yes,Yes,Yes,Fail,Data
975,19120080,Nahum,Riddock,2019/12/11,Yes,Yes,Yes,Pass,Business
976,19120081,Felicle,Kops,2019/12/04,Yes,Yes,Yes,Pass,Business
977,19120082,Berni,Torra,2019/12/11,Yes,Yes,Yes,Pass,Data
978,19120085,Steffane,Laity,2019/12/10,Yes,Yes,Yes,Pass,Data
979,19120087,Nobe,Guerrazzi,2019/12/17,Yes,Yes,Yes,Pass,Business
980,19120089,Solly,Reek,2019/12/12,Yes,Yes,No,Fail,Engineering
981,19120090,Harrie,Chatin,2019/12/10,Yes,Yes,Yes,Pass,Business
982,19120091,Horten,Koomar,2019/12/11,Yes,Yes,Yes,Pass,Engineering
983,19120092,Brandon,Lotherington,2019/12/03,Yes,Yes,Yes,Pass,Data
984,19120094,Allie,Sheber,2019/12/05,Yes,Yes,Yes,Pass,Business
985,19120095,Gunilla,Lucken,2019/12/19,Yes,No,Yes,Fail,Data
986,19120096,Yorgos,O'Rourke,2019/12/19,Yes,Yes,Yes,Pass,Data
987,19120098,Finn,Maasze,2019/12/03,Yes,Yes,Yes,Pass,Data
988,19120101,Bambi,Earthfield,2019/12/10,Yes,Yes,Yes,Pass,Business
989,19120102,Fair,Ivashintsov,2019/12/19,Yes,Yes,Yes,Pass,Data
990,19120104,Alexine,Mcglue,2019/12/03,Yes,Yes,Yes,Pass,Data
991,19120106,Lethia,Crow,2019/12/19,Yes,Yes,Yes,Pass,Business
992,19120107,Candy,Vann,2019/12/18,Yes,Yes,Yes,Fail,Data
993,19120109,Fawne,Keen,2019/12/12,Yes,Yes,Yes,Pass,Engineering
994,19120110,Kenton,Elvish,2019/12/05,Yes,Yes,Yes,Pass,Data
995,19120111,Eyde,Boughton,2019/12/19,Yes,Yes,Yes,Fail,Engineering
996,19120112,Allina,Buttfield,2019/12/11,Yes,No,Yes,Fail,Engineering
997,19120114,Winona,Strotton,2019/12/18,Yes,Yes,Yes,Pass,Business
998,19120116,Thom,Derwin,2019/12/19,Yes,Yes,Yes,Pass,Engineering
999,19120117,Jacquelynn,Savin,2019/12/12,Yes,Yes,Yes,Pass,Business
1000,19120119,Uriel,Lamplough,2019/12/19,No,Yes,Yes,Fail,Business
1001,19120121,Gerda,Yuille,2019/12/17,Yes,Yes,Yes,Pass,Business
1002,19120122,Gustavo,Barok,2019/12/04,Yes,Yes,Yes,Pass,Engineering
1003,19120123,Matthew,Tumilson,2019/12/12,Yes,Yes,Yes,Pass,Data
1004,19120124,Mari,Lotterington,2019/12/11,Yes,Yes,Yes,Pass,Business
1005,19120125,Wernher,Thaxter,2019/12/03,No,Yes,Yes,Fail,Data
1006,19120126,Bridgette,Antos,2019/12/12,No,No,No,Fail,Data
1007,19120128,Flore,Masden,2019/12/05,Yes,Yes,Yes,Pass,Engineering
1008,19120129,Berkly,Fishleigh,2019/12/17,Yes,No,Yes,Fail,Engineering
1009,19120130,Christopher,Pinner,2019/12/03,Yes,Yes,Yes,Pass,Data
1010,19120133,Eddie,Mara,2019/12/11,Yes,Yes,No,Fail,Business
1011,19120134,Sherwood,Sandercock,2019/12/17,Yes,Yes,Yes,Pass,Data
1012,19120135,Natal,Sabin,2019/12/03,Yes,Yes,Yes,Pass,Engineering
1013,19120136,Blondelle,Jaan,2019/12/17,No,No,Yes,Fail,Engineering
1014,19120137,Harri,Heinschke,2019/12/18,Yes,No,Yes,Fail,Engineering
1015,19120139,Alethea,Rangell,2019/12/04,No,Yes,No,Fail,Data
1016,19120140,Danila,Leamon,2019/12/04,Yes,No,Yes,Fail,Data
1017,19120144,Lawton,Hiddsley,2019/12/17,No,Yes,No,Fail,Data
1018,19120145,Flem,Cary,2019/12/03,Yes,Yes,No,Fail,Data
1019,19120145,Flem,Cary,2019/12/03,Yes,Yes,No,Fail,Data
1020,19120146,Ulberto,Stroton,2019/12/10,Yes,Yes,Yes,Pass,Data
1021,19120147,Lurleen,Moro,2019/12/18,Yes,Yes,Yes,Fail,Business
1022,19120149,Leena,Joselevitch,2019/12/03,Yes,Yes,Yes,Pass,Engineering
1023,19120150,Willi,Dibnah,2019/12/11,Yes,Yes,Yes,Pass,Business
1024,19120154,Dannye,Fraczek,2019/12/18,Yes,Yes,Yes,Pass,Data
1025,19120156,Domenic,Coulter,2019/12/11,Yes,Yes,Yes,Pass,Business
1026,19120157,Berni,Bonham,2019/12/03,Yes,Yes,No,Fail,Engineering
1027,19120160,Reinold,Jenicek,2019/12/10,Yes,Yes,Yes,Fail,Business
1028,19120162,Gipsy,Seres,2019/12/17,Yes,Yes,Yes,Pass,Data
1029,19120163,Erica,Soughton,2019/12/19,Yes,Yes,Yes,Pass,Business
1030,19120164,Rube,Beals,2019/12/17,Yes,Yes,Yes,Fail,Engineering
1031,19120165,Johnna,Tarbin,2019/12/11,Yes,Yes,No,Fail,Data
1032,19120166,Ives,Weddell,2019/12/17,Yes,Yes,Yes,Pass,Business
1033,19120167,Guido,Allans,2019/12/10,Yes,Yes,Yes,Pass,Engineering
1034,19120168,Maxie,Yerborn,2019/12/05,Yes,Yes,Yes,Pass,Data
1035,19120169,Clark,Kovacs,2019/12/05,Yes,Yes,Yes,Pass,Engineering
1036,19120173,Prudence,Harrill,2019/12/19,No,Yes,No,Fail,Business
1037,19120174,Rochette,Bellfield,2019/12/18,Yes,Yes,Yes,Pass,Engineering
1038,19120175,Orella,Goshawke,2019/12/10,Yes,Yes,Yes,Pass,Business
1039,19120176,Tabbie,Enzley,2019/12/03,Yes,Yes,Yes,Pass,Data
1040,19120180,Chet,Bean,2019/12/12,Yes,Yes,Yes,Pass,Data
1041,19120182,Blisse,Vinick,2019/12/05,No,Yes,Yes,Fail,Data
1042,19120185,Godfry,Sephton,2019/12/19,Yes,Yes,Yes,Pass,Engineering
1043,19120186,Vera,Broadfoot,2019/12/17,Yes,Yes,Yes,Pass,Engineering
1044,19120187,Riobard,Collcott,2019/12/11,Yes,Yes,Yes,Fail,Data
1045,19120189,Kathryn,Sture,2019/12/12,Yes,Yes,Yes,Pass,Data
1046,19120191,Essy,Haggus,2019/12/04,Yes,Yes,Yes,Fail,Engineering
1047,19120193,Amalia,Sheppard,2019/12/11,Yes,Yes,Yes,Pass,Business
1048,19120194,Mose,Trase,2019/12/04,Yes,Yes,Yes,Pass,Data
1049,19120196,Felita,Jzhakov,2019/12/10,Yes,Yes,Yes,Pass,Business
1050,19120197,Cris,VanSchafflaer,2019/12/18,Yes,Yes,Yes,Pass,Business
1051,19120198,Shanna,Juniper,2019/12/04,No,Yes,Yes,Fail,Engineering
1052,19120199,Gerrie,Domenget,2019/12/12,Yes,Yes,Yes,Pass,Engineering
1053,19120200,Esmaria,Rapp,2019/12/19,Yes,Yes,Yes,Pass,Data
1054,19120203,Clifford,Randle,2019/12/19,Yes,Yes,Yes,Pass,Data
1055,19120204,Cirilo,Croy,2019/12/18,Yes,Yes,Yes,Fail,Business
1056,19120207,Lazare,Nellies,2019/12/03,Yes,Yes,Yes,Pass,Engineering
1057,19120208,Genovera,Mattek,2019/12/12,Yes,Yes,Yes,Pass,Data
1058,19120209,Sherlocke,Lerner,2019/12/03,No,Yes,Yes,Fail,Engineering
1059,19120210,Dawn,Petlyura,2019/12/12,Yes,Yes,Yes,Pass,Data
1060,19120213,Daryn,Dugmore,2019/12/04,Yes,Yes,Yes,Pass,Engineering
1061,19120214,Brew,Botterell,2019/12/17,Yes,Yes,Yes,Pass,Data
1062,19120215,Filide,Roony,2019/12/10,Yes,Yes,Yes,Pass,Data
1063,19120216,Dottie,LePrevost,2019/12/19,Yes,Yes,Yes,Pass,Business
1064,19120217,Charley,Fredi,2019/12/10,Yes,Yes,Yes,Pass,Data
1065,19120218,Eryn,Licence,2019/12/12,Yes,Yes,No,Fail,Engineering
1066,19120219,Ronda,Aggis,2019/12/03,Yes,Yes,Yes,Pass,Business
